order_date,ship_date,ship_mode,segment,country,city,state,region,category,sub_category,sales,quantity,discount,profit
2016-09-05,2016-09-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,71.246,2,0.3,-19.3382
2016-09-05,2016-09-11,Standard Class,Corporate,United States,Austin,Texas,Central,Furniture,Chairs,347.802,7,0.3,-24.843
2016-09-06,2016-09-09,Second Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,722.352,3,0.2,90.294
2016-09-08,2016-09-13,Standard Class,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,43.13,1,0.0,14.6642
2016-09-08,2016-09-08,Same Day,Consumer,United States,Santa Ana,California,West,Furniture,Tables,146.04,1,0.2,-12.7785
2016-09-08,2016-09-14,Standard Class,Consumer,United States,Wheeling,Illinois,Central,Furniture,Furnishings,14.136,2,0.6,-7.7748
2016-09-08,2016-09-14,Standard Class,Home Office,United States,Malden,Massachusetts,East,Furniture,Bookcases,173.94,3,0.0,13.9152
2016-09-08,2016-09-10,Second Class,Consumer,United States,Houston,Texas,Central,Furniture,Bookcases,2396.2656,4,0.32,-317.1528
2016-09-08,2016-09-14,Standard Class,Consumer,United States,Wheeling,Illinois,Central,Furniture,Tables,601.47,3,0.5,-300.735
2016-09-09,2016-09-14,Second Class,Home Office,United States,Dallas,Texas,Central,Furniture,Furnishings,15.008,4,0.6,-12.0064
2016-09-10,2016-09-14,Second Class,Consumer,United States,Houston,Texas,Central,Furniture,Tables,300.93,5,0.3,-34.392
2016-09-12,2016-09-14,Second Class,Corporate,United States,Arvada,Colorado,West,Furniture,Chairs,466.768,2,0.2,52.5114
2016-09-12,2016-09-17,Standard Class,Corporate,United States,Springfield,Virginia,South,Furniture,Chairs,1059.12,4,0.0,307.1448
2016-09-12,2016-09-13,Same Day,Home Office,United States,Louisville,Colorado,West,Furniture,Chairs,83.136,4,0.2,5.196
2016-09-12,2016-09-16,Standard Class,Corporate,United States,Utica,New York,East,Furniture,Furnishings,40.48,2,0.0,14.5728
2016-09-12,2016-09-14,Second Class,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,15.136,4,0.2,3.5948
2016-09-12,2016-09-14,Second Class,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,15.232,1,0.2,1.7136
2016-09-13,2016-09-18,Standard Class,Consumer,United States,Omaha,Nebraska,Central,Furniture,Furnishings,1336.44,14,0.0,387.5676
2016-09-15,2016-09-20,Standard Class,Corporate,United States,Twin Falls,Idaho,West,Furniture,Tables,1128.39,3,0.0,259.5297
2016-09-16,2016-09-22,Standard Class,Corporate,United States,San Jose,California,West,Furniture,Bookcases,273.666,2,0.15,-12.8784
2016-09-16,2016-09-18,First Class,Home Office,United States,Columbus,Georgia,South,Furniture,Chairs,121.78,2,0.0,30.445
2016-09-17,2016-09-22,Standard Class,Corporate,United States,Bangor,Maine,East,Furniture,Furnishings,109.48,2,0.0,33.9388
2016-09-17,2016-09-22,Standard Class,Consumer,United States,Marlborough,Massachusetts,East,Furniture,Furnishings,191.82,3,0.0,61.3824
2016-09-17,2016-09-22,Standard Class,Consumer,United States,Marlborough,Massachusetts,East,Furniture,Furnishings,14.82,3,0.0,6.2244
2016-09-17,2016-09-21,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Chairs,113.888,2,0.2,9.9652
2016-09-18,2016-09-23,Standard Class,Consumer,United States,Auburn,Alabama,South,Furniture,Chairs,350.98,1,0.0,84.2352
2016-09-18,2016-09-20,First Class,Consumer,United States,Columbus,Ohio,East,Furniture,Chairs,99.372,2,0.3,-7.098
2016-09-18,2016-09-20,First Class,Consumer,United States,Columbus,Ohio,East,Furniture,Furnishings,5.352,3,0.2,1.6056
2016-09-18,2016-09-22,Standard Class,Corporate,United States,Jacksonville,Florida,South,Furniture,Tables,383.438,4,0.45,-167.3184
2016-09-18,2016-09-25,Standard Class,Consumer,United States,New Rochelle,New York,East,Furniture,Chairs,631.782,2,0.1,140.396
2016-09-18,2016-09-25,Standard Class,Consumer,United States,New Rochelle,New York,East,Furniture,Furnishings,60.72,3,0.0,26.1096
2016-09-18,2016-09-22,Standard Class,Corporate,United States,San Diego,California,West,Furniture,Chairs,801.568,2,0.2,50.098
2016-09-18,2016-09-22,Standard Class,Corporate,United States,San Diego,California,West,Furniture,Chairs,885.528,9,0.2,-99.6219
2016-09-19,2016-09-22,First Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,25.632,3,0.2,3.8448
2016-09-19,2016-09-21,First Class,Home Office,United States,Providence,Rhode Island,East,Furniture,Chairs,872.32,4,0.0,244.2496
2016-09-19,2016-09-19,Same Day,Home Office,United States,Aurora,Illinois,Central,Furniture,Chairs,701.372,2,0.3,-50.098
2016-09-20,2016-09-24,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Bookcases,163.88,2,0.0,40.97
2016-09-20,2016-09-25,Standard Class,Corporate,United States,Greensboro,North Carolina,South,Furniture,Furnishings,17.088,2,0.2,1.068
2016-09-20,2016-09-25,Standard Class,Corporate,United States,Greensboro,North Carolina,South,Furniture,Chairs,98.392,1,0.2,-11.0691
2016-09-22,2016-09-28,Standard Class,Home Office,United States,Louisville,Kentucky,South,Furniture,Furnishings,13.28,2,0.0,6.3744
2016-09-22,2016-09-26,Standard Class,Corporate,United States,Green Bay,Wisconsin,Central,Furniture,Furnishings,18.96,2,0.0,7.584
2016-09-22,2016-09-27,Standard Class,Corporate,United States,Broomfield,Colorado,West,Furniture,Furnishings,68.432,7,0.2,8.554
2016-09-23,2016-09-27,Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,184.752,3,0.2,-20.7846
2016-09-23,2016-09-27,Standard Class,Corporate,United States,Fairfield,Ohio,East,Furniture,Furnishings,532.704,6,0.2,-26.6352
2016-09-23,2016-09-28,Second Class,Consumer,United States,Columbus,Georgia,South,Furniture,Chairs,368.97,3,0.0,81.1734
2016-09-23,2016-09-26,Second Class,Home Office,United States,Lancaster,Ohio,East,Furniture,Furnishings,28.0,4,0.2,7.7
2016-09-24,2016-09-28,Standard Class,Consumer,United States,Bloomington,Indiana,Central,Furniture,Furnishings,127.95,3,0.0,21.7515
2016-09-24,2016-10-01,Standard Class,Consumer,United States,Columbus,Ohio,East,Furniture,Chairs,155.372,2,0.3,-13.3176
2016-09-24,2016-10-01,Standard Class,Home Office,United States,Aurora,Colorado,West,Furniture,Furnishings,21.44,2,0.2,7.504
2016-09-24,2016-09-24,Same Day,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,63.2,5,0.0,23.384
2016-09-24,2016-09-28,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,563.24,5,0.2,56.324
2016-09-25,2016-10-01,Standard Class,Consumer,United States,Long Beach,California,West,Furniture,Chairs,483.136,4,0.2,60.392
2016-09-25,2016-09-30,Standard Class,Consumer,United States,Phoenix,Arizona,West,Furniture,Tables,393.165,3,0.5,-204.4458
2016-09-25,2016-09-27,First Class,Corporate,United States,San Francisco,California,West,Furniture,Bookcases,477.666,2,0.15,84.294
2016-09-25,2016-09-30,Standard Class,Corporate,United States,La Crosse,Wisconsin,Central,Furniture,Chairs,201.96,2,0.0,50.49
2016-09-25,2016-09-30,Standard Class,Corporate,United States,La Crosse,Wisconsin,Central,Furniture,Furnishings,68.64,11,0.0,17.16
2016-09-26,2016-10-01,Standard Class,Consumer,United States,Decatur,Illinois,Central,Furniture,Chairs,747.558,3,0.3,-96.1146
2016-09-26,2016-09-30,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Chairs,454.965,5,0.3,-136.4895
2016-09-26,2016-10-01,Standard Class,Corporate,United States,Hesperia,California,West,Furniture,Bookcases,424.9575,5,0.15,19.998
2016-09-27,2016-10-03,Standard Class,Corporate,United States,Huntsville,Texas,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976
2016-09-30,2016-10-04,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,523.92,5,0.2,-26.196
2016-10-01,2016-10-02,First Class,Consumer,United States,La Porte,Indiana,Central,Furniture,Furnishings,41.85,5,0.0,10.881
2016-10-01,2016-10-02,First Class,Consumer,United States,San Francisco,California,West,Furniture,Chairs,194.848,4,0.2,12.178
2016-10-01,2016-10-05,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Tables,330.588,1,0.4,-115.7058
2016-10-03,2016-10-08,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,599.292,6,0.1,93.2232
2016-10-03,2016-10-07,Standard Class,Corporate,United States,Grand Prairie,Texas,Central,Furniture,Furnishings,38.08,5,0.6,-29.512
2016-10-03,2016-10-07,Standard Class,Home Office,United States,Lake Forest,California,West,Furniture,Chairs,915.136,4,0.2,102.9528
2016-10-04,2016-10-09,Standard Class,Consumer,United States,Baltimore,Maryland,East,Furniture,Tables,239.372,2,0.3,-23.9372
2016-10-04,2016-10-08,Standard Class,Corporate,United States,Coral Gables,Florida,South,Furniture,Furnishings,11.568,3,0.2,2.6028
2016-10-08,2016-10-14,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,51.712,8,0.6,-32.32
2016-10-09,2016-10-14,Standard Class,Home Office,United States,Phoenix,Arizona,West,Furniture,Furnishings,169.568,2,0.2,0.0
2016-10-09,2016-10-11,Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,332.832,4,0.2,-24.9624
2016-10-10,2016-10-12,First Class,Consumer,United States,La Porte,Texas,Central,Furniture,Furnishings,14.0,4,0.6,-6.3
2016-10-10,2016-10-12,First Class,Corporate,United States,Denver,Colorado,West,Furniture,Chairs,120.784,1,0.2,13.5882
2016-10-10,2016-10-12,First Class,Corporate,United States,Denver,Colorado,West,Furniture,Bookcases,90.882,3,0.7,-190.8522
2016-10-13,2016-10-19,Standard Class,Consumer,United States,Roseville,California,West,Furniture,Furnishings,43.12,14,0.0,20.6976
2016-10-13,2016-10-19,Standard Class,Consumer,United States,Laredo,Texas,Central,Furniture,Furnishings,139.92,5,0.6,-150.414
2016-10-13,2016-10-17,Standard Class,Corporate,United States,Aurora,Colorado,West,Furniture,Tables,727.45,5,0.5,-465.568
2016-10-13,2016-10-17,Standard Class,Corporate,United States,Aurora,Colorado,West,Furniture,Furnishings,24.96,3,0.2,4.368
2016-10-13,2016-10-20,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,82.26,3,0.0,33.7266
2016-10-14,2016-10-20,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Furniture,Chairs,102.592,1,0.2,10.2592
2016-10-16,2016-10-20,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Tables,142.182,1,0.4,-37.9152
2016-10-17,2016-10-21,Standard Class,Home Office,United States,Fresno,California,West,Furniture,Bookcases,120.666,2,0.15,21.294
2016-10-17,2016-10-20,First Class,Consumer,United States,Perth Amboy,New Jersey,East,Furniture,Bookcases,120.98,1,0.0,12.098
2016-10-18,2016-10-22,Standard Class,Consumer,United States,Tempe,Arizona,West,Furniture,Chairs,307.92,5,0.2,-34.641
2016-10-20,2016-10-24,Second Class,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,56.686,1,0.3,-14.5764
2016-10-20,2016-10-25,Standard Class,Corporate,United States,El Cajon,California,West,Furniture,Chairs,387.136,4,0.2,4.8392
2016-10-20,2016-10-26,Standard Class,Home Office,United States,Arlington,Virginia,South,Furniture,Furnishings,61.1,5,0.0,18.33
2016-10-21,2016-10-26,Standard Class,Corporate,United States,Lakewood,Ohio,East,Furniture,Tables,661.176,2,0.4,-231.4116
2016-10-21,2016-10-27,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,19.96,2,0.0,5.5888
2016-10-21,2016-10-27,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,242.136,3,0.2,12.1068
2016-10-21,2016-10-21,Same Day,Corporate,United States,Manchester,Connecticut,East,Furniture,Bookcases,1043.92,4,0.0,271.4192
2016-10-21,2016-10-26,Standard Class,Home Office,United States,Fort Lauderdale,Florida,South,Furniture,Furnishings,45.568,2,0.2,9.6832
2016-10-22,2016-10-24,First Class,Home Office,United States,Detroit,Michigan,Central,Furniture,Furnishings,31.4,5,0.0,10.048
2016-10-22,2016-10-22,Same Day,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,101.94,3,0.0,30.582
2016-10-22,2016-10-24,First Class,Consumer,United States,Richmond,Virginia,South,Furniture,Furnishings,39.92,4,0.0,11.1776
2016-10-23,2016-10-29,Standard Class,Corporate,United States,Chicago,Illinois,Central,Furniture,Furnishings,16.156,7,0.6,-12.117
2016-10-27,2016-11-01,Second Class,Consumer,United States,Hampton,Virginia,South,Furniture,Chairs,290.98,1,0.0,75.6548
2016-10-27,2016-10-31,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,427.644,14,0.1,80.7772
2016-10-27,2016-11-02,Standard Class,Consumer,United States,Troy,New York,East,Furniture,Furnishings,40.2,3,0.0,19.296
2016-10-28,2016-10-28,Same Day,Consumer,United States,Boynton Beach,Florida,South,Furniture,Furnishings,165.048,3,0.2,41.262
2016-10-28,2016-10-28,Same Day,Corporate,United States,Rochester,New York,East,Furniture,Furnishings,756.8,5,0.0,75.68
2016-10-28,2016-10-28,Same Day,Consumer,United States,Boynton Beach,Florida,South,Furniture,Furnishings,47.952,3,0.2,13.7862
2016-10-28,2016-11-03,Standard Class,Corporate,United States,Belleville,New Jersey,East,Furniture,Furnishings,77.6,4,0.0,38.024
2016-10-28,2016-10-28,Same Day,Consumer,United States,Boynton Beach,Florida,South,Furniture,Furnishings,63.968,2,0.2,0.0
2016-10-29,2016-10-31,First Class,Consumer,United States,Lansing,Michigan,Central,Furniture,Furnishings,67.0,5,0.0,32.16
2016-10-31,2016-11-05,Standard Class,Corporate,United States,Tulsa,Oklahoma,Central,Furniture,Chairs,368.97,3,0.0,81.1734
2016-10-31,2016-11-05,Standard Class,Corporate,United States,San Francisco,California,West,Furniture,Chairs,1403.92,5,0.2,70.196
2016-10-31,2016-11-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,492.835,5,0.3,-14.081
2016-11-03,2016-11-06,First Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,217.584,2,0.2,-29.9178
2016-11-03,2016-11-07,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,470.155,7,0.3,-13.433
2016-11-03,2016-11-08,Second Class,Consumer,United States,Henderson,Kentucky,South,Furniture,Tables,842.94,3,0.0,160.1586
2016-11-03,2016-11-08,Second Class,Consumer,United States,Henderson,Kentucky,South,Furniture,Furnishings,24.1,5,0.0,9.158
2016-11-04,2016-11-08,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,11.376,3,0.6,-5.688
2016-11-04,2016-11-08,Second Class,Corporate,United States,Seattle,Washington,West,Furniture,Furnishings,209.88,3,0.0,35.6796
2016-11-04,2016-11-09,Standard Class,Corporate,United States,Miami,Florida,South,Furniture,Furnishings,50.496,6,0.2,8.2056
2016-11-04,2016-11-05,First Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,38.29,7,0.0,16.4647
2016-11-04,2016-11-06,Second Class,Corporate,United States,Eugene,Oregon,West,Furniture,Chairs,104.784,1,0.2,-14.4078
2016-11-04,2016-11-08,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,66.112,4,0.6,-84.2928
2016-11-04,2016-11-06,Second Class,Corporate,United States,Charlotte,North Carolina,South,Furniture,Tables,876.3,10,0.4,-292.1
2016-11-04,2016-11-06,Second Class,Corporate,United States,Eugene,Oregon,West,Furniture,Chairs,650.352,3,0.2,-97.5528
2016-11-05,2016-11-09,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976
2016-11-05,2016-11-09,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Tables,863.128,8,0.3,-160.2952
2016-11-05,2016-11-07,First Class,Consumer,United States,Virginia Beach,Virginia,South,Furniture,Furnishings,756.8,5,0.0,75.68
2016-11-05,2016-11-07,First Class,Consumer,United States,Virginia Beach,Virginia,South,Furniture,Furnishings,273.96,2,0.0,71.2296
2016-11-05,2016-11-07,Second Class,Consumer,United States,San Jose,California,West,Furniture,Chairs,113.888,2,0.2,9.9652
2016-11-06,2016-11-09,First Class,Corporate,United States,Jacksonville,Florida,South,Furniture,Chairs,207.984,2,0.2,-28.5978
2016-11-06,2016-11-09,First Class,Corporate,United States,Jacksonville,Florida,South,Furniture,Furnishings,35.568,2,0.2,5.7798
2016-11-06,2016-11-10,Second Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,238.56,3,0.0,26.2416
2016-11-06,2016-11-10,Second Class,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,81.424,2,0.2,-9.1602
2016-11-07,2016-11-12,Standard Class,Consumer,United States,Dallas,Texas,Central,Furniture,Furnishings,44.46,5,0.6,-17.784
2016-11-07,2016-11-12,Standard Class,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,14.82,3,0.0,6.2244
2016-11-07,2016-11-12,Standard Class,Home Office,United States,Cheyenne,Wyoming,West,Furniture,Chairs,1603.136,4,0.2,100.196
2016-11-08,2016-11-11,Second Class,Consumer,United States,Henderson,Kentucky,South,Furniture,Chairs,731.94,3,0.0,219.582
2016-11-08,2016-11-11,Second Class,Consumer,United States,Henderson,Kentucky,South,Furniture,Bookcases,261.96,2,0.0,41.9136
2016-11-10,2016-11-13,Second Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,467.46,9,0.0,191.6586
2016-11-10,2016-11-14,Standard Class,Home Office,United States,Springfield,Ohio,East,Furniture,Furnishings,148.288,7,0.2,29.6576
2016-11-10,2016-11-15,Standard Class,Home Office,United States,Sacramento,California,West,Furniture,Furnishings,9.98,1,0.0,2.7944
2016-11-10,2016-11-12,First Class,Consumer,United States,Oklahoma City,Oklahoma,Central,Furniture,Bookcases,341.96,2,0.0,54.7136
2016-11-10,2016-11-14,Standard Class,Corporate,United States,Springfield,Missouri,Central,Furniture,Furnishings,37.3,2,0.0,17.158
2016-11-11,2016-11-16,Second Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,6.96,4,0.0,2.2272
2016-11-11,2016-11-16,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Chairs,245.646,3,0.1,8.1882
2016-11-11,2016-11-16,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,41.96,2,0.0,10.9096
2016-11-11,2016-11-16,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Chairs,451.152,3,0.2,0.0
2016-11-11,2016-11-17,Standard Class,Corporate,United States,Noblesville,Indiana,Central,Furniture,Tables,2678.94,6,0.0,241.1046
2016-11-11,2016-11-17,Standard Class,Corporate,United States,Chicago,Illinois,Central,Furniture,Chairs,47.992,2,0.3,-2.0568
2016-11-12,2016-11-16,Standard Class,Consumer,United States,Parma,Ohio,East,Furniture,Chairs,449.372,2,0.3,-12.8392
2016-11-12,2016-11-16,Standard Class,Consumer,United States,Parma,Ohio,East,Furniture,Chairs,1537.074,9,0.3,0.0
2016-11-12,2016-11-16,Standard Class,Consumer,United States,Parma,Ohio,East,Furniture,Chairs,1474.802,7,0.3,-21.0686
2016-11-12,2016-11-13,First Class,Corporate,United States,Chicago,Illinois,Central,Furniture,Furnishings,22.752,6,0.6,-8.532
2016-11-12,2016-11-15,First Class,Home Office,United States,San Diego,California,West,Furniture,Tables,674.352,3,0.2,-8.4294
2016-11-13,2016-11-19,Standard Class,Home Office,United States,Auburn,Washington,West,Furniture,Furnishings,4.18,1,0.0,1.5048
2016-11-13,2016-11-17,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,19.54,2,0.0,7.2298
2016-11-13,2016-11-17,Standard Class,Corporate,United States,Oklahoma City,Oklahoma,Central,Furniture,Furnishings,30.36,4,0.0,13.0548
2016-11-14,2016-11-20,Standard Class,Consumer,United States,Newark,Delaware,East,Furniture,Furnishings,19.92,4,0.0,6.5736
2016-11-14,2016-11-19,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,380.058,3,0.3,-21.7176
2016-11-14,2016-11-19,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,48.576,3,0.2,9.7152
2016-11-14,2016-11-17,First Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,408.006,2,0.1,72.5344
2016-11-15,2016-11-15,Same Day,Corporate,United States,Burlington,North Carolina,South,Furniture,Tables,630.024,4,0.4,-199.5076
2016-11-18,2016-11-23,Second Class,Consumer,United States,Taylor,Michigan,Central,Furniture,Chairs,301.96,2,0.0,33.2156
2016-11-18,2016-11-22,Standard Class,Home Office,United States,Pasadena,Texas,Central,Furniture,Chairs,255.108,6,0.3,-18.222
2016-11-19,2016-11-23,Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Furnishings,31.96,2,0.0,1.598
2016-11-19,2016-11-24,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,2.328,2,0.6,-0.7566
2016-11-20,2016-11-24,Second Class,Home Office,United States,Columbus,Ohio,East,Furniture,Bookcases,86.97,3,0.5,-48.7032
2016-11-20,2016-11-25,Standard Class,Corporate,United States,Orlando,Florida,South,Furniture,Bookcases,289.568,2,0.2,10.8588
2016-11-20,2016-11-27,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,7.068,3,0.6,-2.8272
2016-11-20,2016-11-27,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Chairs,318.43,5,0.3,-77.333
2016-11-21,2016-11-26,Standard Class,Consumer,United States,Columbus,Ohio,East,Furniture,Furnishings,77.952,3,0.2,15.5904
2016-11-21,2016-11-26,Standard Class,Consumer,United States,Columbus,Ohio,East,Furniture,Chairs,127.554,3,0.3,-9.111
2016-11-21,2016-11-21,Same Day,Home Office,United States,New York City,New York,East,Furniture,Bookcases,113.568,2,0.2,12.7764
2016-11-21,2016-11-26,Standard Class,Consumer,United States,Gresham,Oregon,West,Furniture,Chairs,195.136,4,0.2,-12.196
2016-11-22,2016-11-26,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,39.88,2,0.0,11.1664
2016-11-23,2016-11-23,Same Day,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,70.448,7,0.2,12.3284
2016-11-23,2016-11-23,Same Day,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,14.368,2,0.2,3.9512
2016-11-24,2016-12-01,Standard Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,9.94,2,0.0,3.0814
2016-11-24,2016-12-01,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,82.26,3,0.0,33.7266
2016-11-24,2016-11-27,Second Class,Corporate,United States,Baltimore,Maryland,East,Furniture,Furnishings,207.76,4,0.0,85.1816
2016-11-24,2016-11-30,Standard Class,Home Office,United States,Hialeah,Florida,South,Furniture,Bookcases,339.92,5,0.2,8.498
2016-11-24,2016-11-30,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,1684.752,6,0.2,210.594
2016-11-25,2016-11-29,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,194.352,3,0.2,19.4352
2016-11-25,2016-11-29,Standard Class,Corporate,United States,Jackson,Michigan,Central,Furniture,Tables,1568.61,9,0.0,329.4081
2016-11-26,2016-11-30,Second Class,Corporate,United States,New York City,New York,East,Furniture,Tables,313.176,2,0.4,-120.0508
2016-11-26,2016-11-30,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,595.38,6,0.0,297.69
2016-11-26,2016-11-30,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Bookcases,3406.664,8,0.15,160.3136
2016-11-27,2016-12-02,Standard Class,Corporate,United States,Westfield,New Jersey,East,Furniture,Furnishings,31.56,3,0.0,10.4148
2016-11-27,2016-12-03,Standard Class,Consumer,United States,Fort Lauderdale,Florida,South,Furniture,Tables,331.023,7,0.45,-114.3534
2016-11-28,2016-12-04,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,347.802,7,0.3,-24.843
2016-11-28,2016-12-01,Second Class,Corporate,United States,Marietta,Georgia,South,Furniture,Chairs,182.67,3,0.0,52.9743
2016-11-29,2016-12-04,Second Class,Home Office,United States,Aurora,Illinois,Central,Furniture,Furnishings,242.176,4,0.6,-302.72
2016-11-30,2016-12-06,Standard Class,Consumer,United States,Detroit,Michigan,Central,Furniture,Chairs,389.97,3,0.0,35.0973
2016-12-01,2016-12-05,Standard Class,Consumer,United States,Rockville,Maryland,East,Furniture,Chairs,172.5,2,0.0,51.75
2016-12-01,2016-12-05,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,16.74,2,0.0,4.3524
2016-12-01,2016-12-06,Second Class,Consumer,United States,Franklin,Massachusetts,East,Furniture,Tables,366.009,3,0.3,-47.0583
2016-12-01,2016-12-07,Standard Class,Consumer,United States,Richmond,Indiana,Central,Furniture,Furnishings,17.31,3,0.0,5.193
2016-12-01,2016-12-05,Second Class,Consumer,United States,Fairfield,Connecticut,East,Furniture,Chairs,751.92,4,0.0,150.384
2016-12-01,2016-12-03,Second Class,Consumer,United States,San Angelo,Texas,Central,Furniture,Chairs,248.43,5,0.3,-17.745
2016-12-01,2016-12-06,Second Class,Consumer,United States,Franklin,Massachusetts,East,Furniture,Furnishings,111.15,5,0.0,48.906
2016-12-01,2016-12-03,Second Class,Consumer,United States,San Angelo,Texas,Central,Furniture,Chairs,85.246,2,0.3,-1.2178
2016-12-01,2016-12-01,Same Day,Home Office,United States,Oxnard,California,West,Furniture,Furnishings,31.96,2,0.0,1.598
2016-12-02,2016-12-04,Second Class,Corporate,United States,Houston,Texas,Central,Furniture,Bookcases,781.864,10,0.32,-137.976
2016-12-02,2016-12-08,Standard Class,Home Office,United States,Providence,Rhode Island,East,Furniture,Furnishings,72.42,6,0.0,23.8986
2016-12-02,2016-12-07,Standard Class,Corporate,United States,San Jose,California,West,Furniture,Furnishings,14.52,3,0.0,5.6628
2016-12-03,2016-12-07,Standard Class,Consumer,United States,Morgan Hill,California,West,Furniture,Tables,268.704,3,0.2,6.7176
2016-12-03,2016-12-07,Standard Class,Consumer,United States,Richmond,Indiana,Central,Furniture,Chairs,29.98,1,0.0,8.0946
2016-12-03,2016-12-06,First Class,Consumer,United States,Oceanside,New York,East,Furniture,Chairs,542.646,3,0.1,102.4998
2016-12-03,2016-12-07,Standard Class,Consumer,United States,Richmond,Indiana,Central,Furniture,Tables,581.96,2,0.0,104.7528
2016-12-03,2016-12-06,First Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,111.9,6,0.0,51.474
2016-12-03,2016-12-06,First Class,Consumer,United States,Oceanside,New York,East,Furniture,Tables,400.032,2,0.4,-153.3456
2016-12-03,2016-12-07,Standard Class,Consumer,United States,Morgan Hill,California,West,Furniture,Bookcases,205.666,2,0.15,-12.098
2016-12-04,2016-12-05,First Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,113.79,3,0.0,20.4822
2016-12-05,2016-12-10,Second Class,Corporate,United States,Newark,Delaware,East,Furniture,Furnishings,13.4,1,0.0,6.432
2016-12-05,2016-12-06,First Class,Consumer,United States,Murray,Kentucky,South,Furniture,Furnishings,191.82,3,0.0,74.8098
2016-12-05,2016-12-07,First Class,Corporate,United States,Franklin,Massachusetts,East,Furniture,Bookcases,81.94,1,0.0,20.485
2016-12-05,2016-12-09,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Furniture,Chairs,1951.84,8,0.0,585.552
